"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"curl","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","5.1.0",NA,"R (>= 3.0.0)",NA,NA,"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"cvAUC","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.4",NA,NA,"ROCR, data.table",NA,NA,NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.1"
"cyclocomp","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.1",NA,NA,"callr, crayon, desc, remotes, withr",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"data.table","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.14.8",NA,"R (>= 3.1.0)","methods",NA,"bit64 (>= 4.0.0), bit (>= 4.0.4), curl, R.utils, xts,
nanotime, zoo (>= 1.8-1), yaml, knitr, rmarkdown",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"data.tree","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.0",NA,"R (>= 3.5)","R6, stringi, methods",NA,"Formula, graphics, testthat, knitr, rmarkdown, ape, yaml,
networkD3, jsonlite, treemap, party, partykit, doParallel,
foreach, htmlwidgets, DiagrammeR (>= 1.0.0), mockery, rpart","igraph","GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"datawizard","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.9.0",NA,"R (>= 3.6)","insight (>= 0.19.4), stats, utils",NA,"bayestestR, boot, brms, data.table, dplyr (>= 1.0),
effectsize, emmeans, gamm4, ggplot2, gt, haven, htmltools,
httr, knitr, lme4, mediation, parameters (>= 0.20.3), poorman
(>= 0.2.6), psych, readxl, readr, rio, rmarkdown, rstanarm,
see, testthat (>= 3.1.6), tibble, tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"DBI","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.3",NA,"methods, R (>= 3.0.0)",NA,NA,"blob, covr, DBItest, dbplyr, downlit, dplyr, glue, hms,
knitr, magrittr, RMariaDB, rmarkdown, rprojroot, RSQLite (>=
1.1-2), testthat, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"dbplyr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.3.4",NA,"R (>= 3.1)","blob (>= 1.2.0), cli (>= 3.4.1), DBI (>= 1.0.0), dplyr (>=
1.1.0), glue (>= 1.2.0), lifecycle (>= 1.0.3), magrittr,
methods, pillar (>= 1.5.0), purrr (>= 1.0.1), R6 (>= 2.2.2),
rlang (>= 1.0.6), tibble (>= 1.4.2), tidyr (>= 1.3.0),
tidyselect (>= 1.2.0), utils, vctrs (>= 0.5.0), withr",NA,"bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RPostgreSQL, RSQLite
(>= 2.2.15), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"decor","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.2",NA,"R (>= 3.3.0)","tibble, utils, vctrs (>= 0.5.0)",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"deldir","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0-9",NA,"R (>= 3.5.0)","graphics, grDevices",NA,"polyclip",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"DEoptimR","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1-2",NA,NA,"stats",NA,NA,"robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"Deriv","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","4.1.3",NA,NA,"methods",NA,"testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"desc","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.4.2",NA,"R (>= 3.4)","cli, R6, rprojroot, utils",NA,"callr, covr, gh, spelling, testthat, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"devtools","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.4.5",NA,"R (>= 3.0.2), usethis (>= 2.1.6)","cli (>= 3.3.0), desc (>= 1.4.1), ellipsis (>= 0.3.2), fs (>=
1.5.2), lifecycle (>= 1.0.1), memoise (>= 2.0.1), miniUI (>=
0.1.1.1), pkgbuild (>= 1.3.1), pkgdown (>= 2.0.6), pkgload (>=
1.3.0), profvis (>= 0.3.7), rcmdcheck (>= 1.4.0), remotes (>=
2.4.2), rlang (>= 1.0.4), roxygen2 (>= 7.2.1), rversions (>=
2.1.1), sessioninfo (>= 1.2.2), stats, testthat (>= 3.1.5),
tools, urlchecker (>= 1.0.1), utils, withr (>= 2.5.0)",NA,"BiocManager (>= 1.30.18), callr (>= 3.7.1), covr (>= 3.5.1),
curl (>= 4.3.2), digest (>= 0.6.29), DT (>= 0.23), foghorn (>=
1.4.2), gh (>= 1.3.0), gmailr (>= 1.0.1), httr (>= 1.4.3),
knitr (>= 1.39), lintr (>= 3.0.0), MASS, mockery (>= 0.4.3),
pingr (>= 2.0.1), rhub (>= 1.1.1), rmarkdown (>= 2.14),
rstudioapi (>= 0.13), spelling (>= 2.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dfoptim","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2023.1.0",NA,"R (>= 2.10.1)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"diagram","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.6.5",NA,"R (>= 2.01), shape","stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"dichromat","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.0-0.1",NA,"R (>= 2.10), stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"diffobj","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.5",NA,"R (>= 3.1.0)","crayon (>= 1.3.2), tools, methods, utils, stats",NA,"knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"digest","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.6.33",NA,"R (>= 3.3.0)","utils",NA,"tinytest, simplermarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"distributional","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.2",NA,NA,"vctrs (>= 0.3.0), rlang (>= 0.4.5), generics, stats, numDeriv,
ggplot2, scales, farver, digest, utils, lifecycle",NA,"testthat (>= 2.1.0), covr, mvtnorm, actuar (>= 2.0.0), ggdist",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"dlm","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1-6",NA,NA,"stats, utils, methods, grDevices, graphics",NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"doParallel","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.17",NA,"R (>= 2.14.0), foreach (>= 1.2.0), iterators (>= 1.0.0),
parallel, utils",NA,NA,"caret, mlbench, rpart, RUnit","compiler","GPL-2",NA,NA,NA,NA,"no","4.3.1"
"dotCall64","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0-2",NA,"R (>= 3.1)",NA,NA,"microbenchmark, OpenMPController, RColorBrewer, roxygen2,
spam, testthat,",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"dotwhisker","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.7.4",NA,"R (>= 3.2.0), ggplot2 (>= 2.2.1)","grid, stats, parameters, margins, dplyr, stringr, ggstance,
rlang, purrr, gtable",NA,"ordinal, tibble, gridExtra, knitr, rmarkdown, broom",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"downlit","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.4.3",NA,"R (>= 3.4.0)","brio, desc, digest, evaluate, fansi, memoise, rlang, vctrs,
withr, yaml",NA,"covr, htmltools, jsonlite, MASS, MassSpecWavelet, pkgload,
rmarkdown, testthat (>= 3.0.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"downloader","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.4",NA,NA,"utils, digest",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"dplyr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.3",NA,"R (>= 3.5.0)","cli (>= 3.4.0), generics, glue (>= 1.3.2), lifecycle (>=
1.0.3), magrittr (>= 1.5), methods, pillar (>= 1.9.0), R6,
rlang (>= 1.1.0), tibble (>= 3.2.0), tidyselect (>= 1.2.0),
utils, vctrs (>= 0.6.0)",NA,"bench, broom, callr, covr, DBI, dbplyr (>= 2.2.1), ggplot2,
knitr, Lahman, lobstr, microbenchmark, nycflights13, purrr,
rmarkdown, RMySQL, RPostgreSQL, RSQLite, stringi (>= 1.7.6),
testthat (>= 3.1.5), tidyr (>= 1.3.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"dqrng","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.1",NA,"R (>= 3.5.0)","Rcpp (>= 0.12.16)","Rcpp, BH (>= 1.64.0-1), sitmo (>= 2.0.0)","testthat, knitr, rmarkdown, mvtnorm (>= 1.2-3), bench, sitmo",NA,"AGPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"dreamerr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.3.0",NA,NA,"Formula, utils",NA,"knitr, rmarkdown, stats, graphics",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"DT","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.30",NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), httpuv, jsonlite
(>= 0.9.16), magrittr, crosstalk, jquerylib, promises",NA,"knitr (>= 1.8), rmarkdown, shiny (>= 1.6), bslib, future,
testit, tibble",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dtplyr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.3.1",NA,"R (>= 3.3)","cli (>= 3.4.0), data.table (>= 1.13.0), dplyr (>= 1.1.0),
glue, lifecycle, rlang (>= 1.0.4), tibble, tidyselect (>=
1.2.0), vctrs (>= 0.4.1)",NA,"bench, covr, knitr, rmarkdown, testthat (>= 3.1.2), tidyr (>=
1.1.0), waldo (>= 0.3.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dygraphs","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.1.6",NA,"R (>= 3.0)","magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)",NA,"testthat","rmarkdown (>= 0.3.3), shiny (>= 0.10.2.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"e1071","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.7-13",NA,NA,"graphics, grDevices, class, stats, methods, utils, proxy",NA,"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"effects","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","4.2-2",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability, insight",NA,"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car, knitr, betareg, alr4, robustlmm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"effectsize","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.8.6",NA,"R (>= 3.6)","bayestestR (>= 0.13.1), insight (>= 0.19.5), parameters (>=
0.21.1), performance (>= 0.10.5), datawizard (>= 0.8.0), stats,
utils",NA,"correlation (>= 0.8.4), see (>= 0.8.0), afex, BayesFactor,
boot, brms, car, emmeans, gt, knitr, lavaan, lme4, lmerTest,
mgcv, parsnip, pwr, rmarkdown, rms, rstanarm, rstantools,
testthat (>= 3.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"ellipsis","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.2",NA,"R (>= 3.2)","rlang (>= 0.3.0)",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"emmeans","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.8.8",NA,"R (>= 4.1.0)","estimability (>= 1.4.1), graphics, methods, numDeriv, stats,
utils, mvtnorm",NA,"bayesplot, bayestestR, biglm, brms, car, coda (>= 0.17),
ggplot2, lattice, logspline, mediation, mgcv, multcomp,
multcompView, nlme, ordinal (>= 2014.11-12), pbkrtest (>=
0.4-1), lme4, lmerTest (>= 2.0.32), MASS, MuMIn, rsm, knitr,
rmarkdown, sandwich, scales, splines, testthat, xtable (>=
1.8-2)","CARBayes, coxme, gee, geepack, MCMCglmm, MCMCpack, mice,
nnet, pscl, rstanarm, sommer, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"enrichwith","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.1",NA,"R (>= 3.0.0)",NA,NA,"whisker, SuppDists, brglm, ggplot2, knitr, rmarkdown","betareg, gnm, stats","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"estimability","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.4.1",NA,"stats",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"evaluate","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.22",NA,"R (>= 3.0.2)","methods",NA,"covr, ggplot2, lattice, rlang, testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"evd","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.3-6.1",NA,NA,"stats, grDevices, graphics",NA,"interp",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"exactRankTests","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.8-35",NA,"R (>= 2.4.0), stats, utils",NA,NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"fansi","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.4",NA,"R (>= 3.1.0)","grDevices, utils",NA,"unitizer, knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"farver","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.1.1",NA,NA,NA,NA,"covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"fastGHQuad","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.1",NA,"Rcpp (>= 0.11.0)",NA,"Rcpp",NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"fastmap","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.1",NA,NA,NA,NA,"testthat (>= 2.1.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"fields","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","15.2",NA,"R (>= 3.5.0), methods, spam, viridisLite","maps",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"filelock","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.2",NA,NA,NA,NA,"callr (>= 2.0.0), covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"finalfit","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.6",NA,NA,"bdsmatrix, boot, broom, dplyr, forcats, GGally, ggplot2, grid,
gridExtra, lme4, magrittr, mice, pillar, pROC, purrr, scales,
stats, stringr, survival, tidyr (>= 1.0.0), tidyselect",NA,"cmprsk, coxme, Hmisc, knitr, lmtest, readr, rlang, rmarkdown,
rstan, sandwich, survey, survminer, testthat, tibble",NA,"MIT + file LICENCE",NA,NA,NA,NA,"no","4.3.1"
"fixest","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.11.1",NA,"R(>= 3.5.0)","stats, graphics, grDevices, tools, utils, methods, numDeriv,
nlme, sandwich, Rcpp(>= 1.0.5), dreamerr(>= 1.2.3)","Rcpp","knitr, rmarkdown, data.table, plm, MASS, pander, ggplot2,
lfe, tinytex, pdftools",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"flexmix","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.3-19",NA,"R (>= 2.15.0), lattice","graphics, grid, grDevices, methods, modeltools (>= 0.2-16),
nnet, stats, stats4, utils",NA,"actuar, codetools, diptest, Ecdat, ellipse, gclus, glmnet,
lme4 (>= 1.1), MASS, mgcv (>= 1.8-0), mlbench, multcomp,
mvtnorm, SuppDists, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"flexplot","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.19.1",NA,"stats, R (>= 2.10)","cowplot, MASS, tibble, withr, dplyr, magrittr, forcats, purrr,
plyr, R6, ggplot2, patchwork, ggsci, lme4, party, mgcv, rlang",NA,"jmvcore (>= 0.8.5), vdiffr, knitr, testthat, randomForest,
markdown, papaja, tidyverse",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"flextable","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.9.3",NA,NA,"stats, utils, grDevices, graphics, grid, rmarkdown, knitr,
htmltools, rlang, ragg, officer (>= 0.6.2), gdtools (>= 0.3.3),
xml2, data.table (>= 1.13.0), uuid (>= 0.1-4)",NA,"testthat (>= 2.1.0), magick, equatags, commonmark, ggplot2,
scales, doconv (>= 0.3.0), xtable, tables (>= 0.9.17), broom,
broom.mixed, mgcv, cluster, lme4, nlme, bookdown (>= 0.34),
pdftools, officedown, pkgdown (>= 2.0.0), webshot2",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"FNN","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.1.3.2",NA,"R (>= 3.0.0)",NA,NA,"chemometrics, mvtnorm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"foghorn","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.5.1",NA,"R (>= 3.1.0)","clisymbols (>= 1.0.0), crayon (>= 1.3.2), curl (>= 2.2), httr2
(>= 0.2.1), rlang (>= 0.4.3), rvest (>= 0.3.2), tibble (>=
1.2), xml2 (>= 1.0.0)",NA,"covr, dplyr, knitr, progress, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"fontawesome","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.5.2",NA,"R (>= 3.3.0)","rlang (>= 1.0.6), htmltools (>= 0.5.1.1)",NA,"covr, dplyr (>= 1.0.8), knitr (>= 1.31), testthat (>= 3.0.0),
rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"fontBitstreamVera","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.1.1",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"file LICENCE","yes",NA,NA,NA,"no","4.3.1"
"fontLiberation","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.1.0",NA,"R (>= 3.0)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"no","4.3.1"
"fontquiver","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.2.1",NA,"R (>= 3.0.0)","fontBitstreamVera (>= 0.1.0), fontLiberation (>= 0.1.0)",NA,"testthat, htmltools",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"forcats","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.0",NA,"R (>= 3.4)","cli (>= 3.4.0), glue, lifecycle, magrittr, rlang (>= 1.0.0),
tibble",NA,"covr, dplyr, ggplot2, knitr, readr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"foreach","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.5.2",NA,"R (>= 2.5.0)","codetools, utils, iterators",NA,"randomForest, doMC, doParallel, testthat, knitr, rmarkdown",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"no","4.3.1"
"forecast","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","8.21.1",NA,"R (>= 3.5.0),","colorspace, fracdiff, generics (>= 0.1.2), ggplot2 (>= 2.2.1),
graphics, lmtest, magrittr, nnet, parallel, Rcpp (>= 0.11.0),
stats, timeDate, tseries, urca, zoo","Rcpp (>= 0.11.0), RcppArmadillo (>= 0.2.35)","forecTheta, knitr, methods, rmarkdown, rticles, seasonal,
testthat (>= 3.0.0), uroot",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"foreign","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.8-85","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"formatR","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.14",NA,"R (>= 3.2.3)",NA,NA,"rstudioapi, shiny, testit, rmarkdown, knitr",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"Formula","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.2-5",NA,"R (>= 2.0.0), stats",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"fracdiff","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.5-2",NA,NA,"stats",NA,"longmemo, forecast, urca",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"fs","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.6.3",NA,"R (>= 3.4)","methods",NA,"covr, crayon, knitr, pillar (>= 1.0.0), rmarkdown, spelling,
testthat (>= 3.0.0), tibble (>= 1.1.0), vctrs (>= 0.3.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"furrr","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.1",NA,"future (>= 1.25.0), R (>= 3.4.0)","globals (>= 0.14.0), lifecycle (>= 1.0.1), purrr (>= 0.3.4),
rlang (>= 1.0.2), vctrs (>= 0.4.1)",NA,"carrier, covr, dplyr (>= 0.7.4), knitr, listenv (>= 0.6.0),
magrittr, rmarkdown, testthat (>= 3.0.0), tidyselect, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"future","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.33.0",NA,NA,"digest, globals (>= 0.16.1), listenv (>= 0.8.0), parallel,
parallelly (>= 1.34.0), utils",NA,"methods, RhpcBLASctl, R.rsp, markdown",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"future.apply","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.11.0",NA,"R (>= 3.2.0), future (>= 1.28.0)","globals (>= 0.16.1), parallel, utils",NA,"datasets, stats, tools, listenv (>= 0.8.0), R.rsp, markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"gamlss","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","5.4-20",NA,"R (>= 3.3.0), graphics, stats, splines, utils, grDevices,
gamlss.data (>= 5.0-0), gamlss.dist (>= 4.3.1), nlme, parallel","MASS, survival, methods",NA,"distributions3 (>= 0.2.1)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"gamlss.data","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","6.0-2",NA,"R (>= 3.5.0)",NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"gamlss.dist","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","6.1-1",NA,"R (>= 3.5.0)","MASS, graphics, stats, methods, grDevices",NA,"distributions3 (>= 0.2.1)",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"gap.datasets","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.0.6",NA,"R (>= 2.10)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"gapminder","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.0.0",NA,"R (>= 3.1.0)","tibble",NA,"dplyr, ggplot2, knitr, rmarkdown, testthat (>= 3.0.0)",NA,"CC0",NA,NA,NA,NA,"no","4.3.1"
"gargle","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.5.2",NA,"R (>= 3.6)","cli (>= 3.0.1), fs (>= 1.3.1), glue (>= 1.3.0), httr (>=
1.4.5), jsonlite, lifecycle, openssl, rappdirs, rlang (>=
1.1.0), stats, utils, withr",NA,"aws.ec2metadata, aws.signature, covr, httpuv, knitr,
rmarkdown, sodium, spelling, testthat (>= 3.1.7)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"gbm","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","2.1.8.1",NA,"R (>= 2.9.0)","lattice, parallel, survival",NA,"covr, gridExtra, knitr, pdp, RUnit, splines, tinytest, vip,
viridis",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"gclus","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.3.2",NA,"R (>= 2.10), cluster",NA,NA,"knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"gdtools","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.3.3",NA,"R (>= 4.0.0)","Rcpp (>= 0.12.12), systemfonts (>= 0.1.1), htmltools, gfonts,
tools, curl, fontquiver (>= 0.2.0)","Rcpp","testthat, methods",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"geepack","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","1.3.9",NA,"R (>= 3.5.0), methods","MASS, broom, magrittr",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"generics","/home/junaidali_b/R/x86_64-pc-linux-gnu-library/4.3","0.1.3",NA,"R (>= 3.2)","methods",NA,"covr, pkgload, testthat (>= 3.0.0), tibble, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
